ko,en,cn,jp,vi,description
엄숙한 행렬: 요령 습득 교본,Solemn Procession: Hidden Aptitude Primer,,,,material
엄숙한 행렬: 주저함 교본,Solemn Procession: Hesitation Primer,,,,material
단절된 대지 교본,Severed Earth Primer,,,,material
단절된 대지: 더딘 걸음 교본,Severed Earth: Sluggish Primer,,,,material
단절된 대지: 초토화 교본,Severed Earth: Devastation Primer,,,,material
단절된 대지: 솜씨 발휘 교본,Severed Earth: Display of Skill Primer,,,,material
완성의 표상 교본,Achievement Badge Primer,,,,material
완성의 표상: 비기 훈련 교본,Achievement Badge: Secret Training Primer,,,,material
완성의 표상: 요령 습득 교본,Achievement Badge: Hidden Aptitude Primer,,,,material
완성의 표상: 강단 교본,Achievement Badge: Determination Primer,,,,material
상념의 진격 교본,Advancing Reverie Primer,,,,material
상념의 진격: 초토화 교본,Advancing Reverie: Devastation Primer,,,,material
상념의 진격: 솜씨 발휘 교본,Advancing Reverie: Display of Skill Primer,,,,material
상념의 진격: 흥분 교본,Advancing Reverie: Excitement Primer,,,,material
만족의 포환 교본,Satisfying Shot Primer,,,,material
만족의 포환: 인사불성 교본,Satisfying Shot: Senseless Primer,,,,material
만족의 포환: 요령 습득 교본,Satisfying Shot: Hidden Aptitude Primer,,,,material
만족의 포환: 비기 훈련 교본,Satisfying Shot: Secret Training Primer,,,,material
성찰의 상승 교본,Deep Reflection Primer,,,,material
성찰의 상승: 요령 습득 교본,Deep Reflection: Hidden Aptitude Primer,,,,material
성찰의 상승: 솜씨 발휘 교본,Deep Reflection: Display of Skill Primer,,,,material
성찰의 상승: 분개 교본,Deep Reflection: Resentment Primer,,,,material
노호의 꽃 교본,Roaring Flower Primer,,,,material
노호의 꽃: 초토화 교본,Roaring Flower: Devastation Primer,,,,material
환희의 방랑자 교본,Joyful Wanderer Primer,,,,material
환희의 방랑자: 비기 훈련 교본,Joyful Wanderer: Secret Training Primer,,,,material
애수의 돌풍 교본,Sorrowful Gale Primer,,,,material
애수의 돌풍: 비기 훈련 교본,Sorrowful Gale: Secret Training Primer,,,,material
애수의 돌풍: 분주한 손 교본,Sorrowful Gale: Quick Hands Primer,,,,material
애수의 돌풍: 기진맥진 교본,Sorrowful Gale: Utter Exhaustion Primer,,,,material
낙관의 감시자 교본,Merry Monitor Primer,,,,material
낙관의 감시자: 솜씨 발휘 교본,Merry Monitor: Display of Skill Primer,,,,material
낙관의 감시자: 기세등등 교본,Merry Monitor: Triumph Primer,,,,material
낙관의 감시자: 산만함 교본,Merry Monitor: Distraction Primer,,,,material
격정의 전령 교본,Impassioned Messenger Primer,,,,material
격정의 전령: 빈틈 노출 교본,Impassioned Messenger: Weakpoint Exposed Primer,,,,material
격정의 전령: 생기발랄 교본,Impassioned Messenger: Vim Primer,,,,material
격정의 전령: 집요함 교본,Impassioned Messenger: True Grit Primer,,,,material
진노의 전진 교본,Furious Advance Primer,,,,material
진노의 전진: 솜씨 발휘 교본,Furious Advance: Display of Skill Primer,,,,material
진노의 전진: 분개 교본,Furious Advance: Resentment Primer,,,,material
무정의 약진 교본,Pitiless Assault Primer,,,,material
무정의 약진: 초토화 교본,Pitiless Assault: Devastation Primer,,,,material
무정의 약진: 전광석화 교본,Pitiless Assault: Like Lightning Primer,,,,material
힘의 증폭 교본,Amplify Strength Primer,,,,material
방어 증폭 교본,Amplify Defense Primer,,,,material
생명의 축복 교본,Life's Blessing Primer,,,,material
쾌속 반격 교본,Swift Counter Primer,,,,material
피의 역공 교본,Bloody Counter Primer,,,,material
주역의 시간 교본,Star Time Primer,,,,material
배움의 자세 교본,Ready to Learn Primer,,,,material
생사의 가지 교본,Invigorating Limbs Primer,,,,material
깨달음의 미학 교본,The Art of Enlightenment Primer,,,,material
견고한 태세,Rigid Stance,,,,material
기습 저지,Ambush Block,,,,material
일격 간파,Strike Detection,,,,material
위협의 대항자 교본,Opposing Threat Primer,,,,material
표적의 인도자 교본,Targeting Guidance Primer,,,,material
도태의 관망자 교본,Cull Spectator Primer,,,,material
고통의 구원자 교본,Torment's Savior Primer,,,,material
요행의 거부자 교본,Fortune's Keeper Primer,,,,material
판세의 결정자 교본,Kingmaker Primer,,,,material
교환 소장의 부탁 시간 충전권,Manager's Request Recharge Ticket,,,,material
황혼의 마석 정수,Evenfall Essence,,,,material
황혼의 마석 정수 조각 (귀속),Evenfall Essence Piece (Bound),,,,material
카네이션 봉오리,Carnation Bub,,,,material
물뿌리개,Watering Can,,,,material
타타피의 우표,Tatapi's Stamp,,,,material
타타피의 봇짐,Tatapi's Bag,,,,material
타타피의 허리 가방,Tatapi's Waist Pack,,,,material
타타피의 짐표,Tatapi's Baggage Tag,,,,material
아스카탄 봉인 해제 주문서,Askatan Seal Removal Scroll,,,,material
혼돈의 방어구 도안,Chaos Defense Gear Blueprint,,,,material
신비의 방어구 도안,Mystic Defense Gear Blueprint,,,,material
미지의 방어구 도안,Unusual Defense Gear Blueprint,,,,material
황혼의 마석 정수 조각,Evenfall Essence Piece,,,,material
무기 각성의 기원,Weapon Awakening Core,,,,material
무기 각성의 기원 (귀속),Weapon Awakening Core (Bound),,,,material
무기 지혜의 원천,Weapon Wisdom Source,,,,material
무기 지혜의 원천 (귀속),Weapon Wisdom Source (Bound),,,,material
방어구 각성의 기원,Defense Gear Awakening Core,,,,material
방어구 각성의 기원 (귀속),Defense Gear Awakening Core (Bound),,,,material
방어구 지혜의 원천,Defense Gear Wisdom Source,,,,material
방어구 지혜의 원천 (귀속),Defense Gear Wisdom Source (Bound),,,,material
장신구 각성의 기원,Accessory Awakening Core,,,,material
장신구 각성의 기원 (귀속),Accessory Awakening Core (Bound),,,,material
장신구 지혜의 원천,Accessory Wisdom Source,,,,material
장신구 지혜의 원천 (귀속),Accessory Wisdom Source (Bound),,,,material
카트리의 탈것 정수,Katri's Mount Essence,,,,material
카트리의 소환수 정수,Katri's Pet Essence,,,,material
룬의 정수,Rune Essence,,,,material
제왕의 망토 제작서,King's Cloak Crafting Manual,,,,material
지배자의 비단,Royal Silk,,,,material
징벌자의 마석 묘약,Punisher's Elixir,,,,material
심판자의 마석 묘약,Judge's Elixir,,,,material
징벌자의 마석 정수,Punisher's Essence,,,,material
심판자의 마석 정수,Judge's Essence,,,,material
완성의 묘약,Completion Elixir,,,,material
마에스트로 주 무기 교환 티켓,Maestro Main Weapon Exchange Ticket,,,,material
마에스트로 보조 무기 교환 티켓,Maestro Sub Weapon Exchange Ticket,,,,material
마에스트로 갑옷 교환 티켓,Maestro Armor Exchange Ticket,,,,material
마에스트로 장갑 교환 티켓,Maestro Gloves Exchange Ticket,,,,material
마에스트로 신발 교환 티켓,Maestro Shoes Exchange Ticket,,,,material
마에스트로 망토 교환 티켓,Maestro Cloak Exchange Ticket,,,,material
영광의 주무기 조각,Glory Main Weapon Piece,,,,material
신뢰의 주무기 조각,Trust Main Weapon Piece,,,,material
결속의 주무기 조각,Solidarity Main Weapon Piece,,,,material
명예의 주무기 조각,Honor Main Weapon Piece,,,,material
영광의 보조무기 조각,Glory Sub Weapon Piece,,,,material
신뢰의 보조무기 조각,Trust Sub Weapon Piece,,,,material
결속의 보조무기 조각,Solidarity Sub Weapon Piece,,,,material
명예의 보조무기 조각,Honor Sub Weapon Piece,,,,material
대적자의 흔적,Foe Markings,,,,material
유카비 정어리,Yukabi Sardine,,,,material
수련의 증거,Proof of Training,,,,material
브렐란의 주무기 조각,Brellan Main Weapon Piece,,,,material
브렐란의 보조무기 조각,Brellan Sub Weapon Piece,,,,material
영광의 귀걸이 조각,Glory Earrings Piece,,,,material
신뢰의 귀걸이 조각,Trust Earrings Piece,,,,material
결속의 귀걸이 조각,Solidarity Earrings Piece,,,,material
명예의 귀걸이 조각,Honor Earrings Piece,,,,material
영광의 벨트 조각,Glory Belt Piece,,,,material
신뢰의 벨트 조각,Trust Belt Piece,,,,material
결속의 벨트 조각,Solidarity Belt Piece,,,,material
명예의 벨트 조각,Honor Belt Piece,,,,material
메아리의 팔찌 조각,Echo Bracelet Piece,,,,material
메아리의 완장 조각,Echo Armband Piece,,,,material
브렐란의 귀걸이 조각,Brellan Earrings Piece,,,,material
브렐란의 벨트 조각,Brellan Belt Piece,,,,material
칠흑의 영혼석 정수,Dark Soulstone Essence,,,,material
길드 제작 비법서,Guild Crafting Secret,,,,material
카트리의 동료 정수,Katri's Companion Essence,,,,material
라베나 주화,Lavena Coin,,,,goods_currency
차원석,Gem,,,,goods_currency
재화,Currency,,,,goods_currency
잼(재화),Gem (Currency),,,,goods_currency
레드 젬,Red Gem,,,,goods_currency
골드,Gold,,,,goods_currency
바트라마안,Solo Dungeon Material,,,,goods_currency
붉은파도 주화,Red Wave Coin,,,,goods_currency
파란새우 주화,Blue Shrimp Coin,,,,goods_currency
노란고래 주화,Yellow Whale Coin,,,,goods_currency
검은문어 주화,Black Octopus Coin,,,,goods_currency
주화 100개 상자,100 Coin Chest,,,,v4_box
주화 100개 선택상자,100 Coin Choice Chest,,,,v4_box
주화 25개 상자,25 Coin Chest,,,,v4_box
주화 50개 상자,50 Coin Chest,,,,v4_box
신입 맹약 구성원을 위한 성장 이벤트. 10레벨 달성 보상 선물.,"A development event for new Alliance members, offering a reward for reaching Lv 10.",,,,v4_box
"1,000골드 획득","Acquire 1,000 Gold.",,,,v4_box
스킬 포인트 10개 획득,Acquire 10 Skill Points.,,,,v4_box
100골드 획득,Acquire 100 Gold.,,,,v4_box
"3,000골드 획득","Acquire 3,000 Gold.",,,,v4_box
300골드 획득,Acquire 300 Gold.,,,,v4_box
"화려한 루나트라 보스 상자 5개, 광란의 바쿤의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Impressive Lunatra Boss Chests and 1 Frenzied Baktar marking.,,,,v4_box
"화려한 실루나스 보스 상자 5개, 바쿤의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Impressive Syllunas Boss Chests and 1 Baktar marking.,,,,v4_box
"화려한 실루나스 보스 상자 5개, 디눅스의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Impressive Syllunas Boss Chests and 1 Dinuks marking.,,,,v4_box
"화려한 실루나스 보스 상자 5개, 루스칼의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Impressive Syllunas Boss Chests and 1 Ruskal marking.,,,,v4_box
"빛나는 루나트라 보스 상자 5개, 환각의 브로카이스의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Shining Lunatra Boss Chests and 1 False Brokut marking.,,,,v4_box
"빛나는 실루나스 보스 상자 5개, 아르투만의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Shining Syllunas Boss Chests and 1 Artuman marking.,,,,v4_box
"빛나는 실루나스 보스 상자 5개, 브로카이스의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Shining Syllunas Boss Chests and 1 Brokut marking.,,,,v4_box
"빛나는 실루나스 보스 상자 5개, 파르비네아의 흔적 1개를 획득 할 수 있습니다.",Acquire 5 Shining Syllunas Boss Chests and 1 Falvinia marking.,,,,v4_box
스킬 포인트 5개 획득,Acquire 5 Skill Points.,,,,v4_box
50골드 획득,Acquire 50 Gold.,,,,v4_box
500골드 획득,Acquire 500 Gold.,,,,v4_box
"화려한 루나트라 보스 상자 6개, 광란의 바쿤의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Impressive Lunatra Boss Chests and 2 Frenzied Baktar markings.,,,,v4_box
"화려한 실루나스 보스 상자 6개, 바쿤의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Impressive Syllunas Boss Chests and 2 Baktar markings.,,,,v4_box
"화려한 실루나스 보스 상자 6개, 디눅스의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Impressive Syllunas Boss Chests and 2 Dinuks markings.,,,,v4_box
"화려한 실루나스 보스 상자 6개, 루스칼의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Impressive Syllunas Boss Chests and 2 Ruskal markings.,,,,v4_box
"빛나는 루나트라 보스 상자 6개, 환각의 브로카이스의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Shining Lunatra Boss Chests and 2 False Brokut markings.,,,,v4_box
"빛나는 실루나스 보스 상자 6개, 아르투만의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Shining Syllunas Boss Chests and 2 Artuman markings.,,,,v4_box
"빛나는 실루나스 보스 상자 6개, 브로카이스의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Shining Syllunas Boss Chests and 2 Brokut markings.,,,,v4_box
"빛나는 실루나스 보스 상자 6개, 파르비네아의 흔적 2개를 획득 할 수 있습니다.",Acquire 6 Shining Syllunas Boss Chests and 2 Falvinia markings.,,,,v4_box
"화려한 루나트라 보스 상자 7개, 광란의 바쿤의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Impressive Lunatra Boss Chests and 3 Frenzied Baktar markings.,,,,v4_box
"화려한 실루나스 보스 상자 7개, 바쿤의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Impressive Syllunas Boss Chests and 3 Baktar markings.,,,,v4_box
"화려한 실루나스 보스 상자 7개, 디눅스의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Impressive Syllunas Boss Chests and 3 Dinuks markings.,,,,v4_box
"화려한 실루나스 보스 상자 7개, 루스칼의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Impressive Syllunas Boss Chests and 3 Ruskal markings.,,,,v4_box
"빛나는 루나트라 보스 상자 7개, 환각의 브로카이스의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Shining Lunatra Boss Chests and 3 False Brokut markings.,,,,v4_box
"빛나는 실루나스 보스 상자 7개, 아르투만의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Shining Syllunas Boss Chests and 3 Artuman markings.,,,,v4_box
"빛나는 실루나스 보스 상자 7개, 브로카이스의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Shining Syllunas Boss Chests and 3 Brokut markings.,,,,v4_box
"빛나는 실루나스 보스 상자 7개, 파르비네아의 흔적 3개를 획득 할 수 있습니다.",Acquire 7 Shining Syllunas Boss Chests and 3 Falvinia markings.,,,,v4_box
사용 시 클래스에 맞는 장비를 획득합니다.,Acquire gear for your class.,,,,v4_box
추가 골드 패키지,Additional Gold Pack,,,,v4_box
추가 스킬 교본 상자,Additional Skillbook Chest,,,,v4_box
상급 각인석 상자,Advanced Imprint Stone Chest,,,,v4_box
맹약의 프렌즈 선물 상자,Alliance Friends Gift Chest,,,,v4_box
맹약의 결속 선물,Alliance Unity Gift,,,,v4_box
알베레스의 소환 패키지,Alvarez's Summon Pack,,,,v4_box
방어 증폭: 패시브 상자,Amplify Defense: Passive Chest,,,,v4_box
힘의 증폭: 패시브 상자,Amplify Strength: Passive Chest,,,,v4_box
오래 전 만들어졌는지 많이 낡아버린 상자. 사용 시 아이템을 직접 선택하여 받을 수 있습니다.,An old worn chest that was crafted long ago. Use to select and acquire an item.,,,,v4_box
오래되어 보이는 낡은 상자입니다. 무언가 들어 있는 듯합니다.,"An old, worn chest. Seems like something's inside.",,,,v4_box
상실의 숲 흔적 묶음,Anguished Forest Markings Bundle,,,,v4_box
상실의 숲 흔적 상자,Anguished Forest Markings Chest,,,,v4_box
상실의 루스칼 참여 보상 상자,Anguished Ruskal Participation Reward Chest,,,,v4_box
상실의 루스칼 1위 상자,Anguished Ruskal Rank 1 Chest,,,,v4_box
상실의 루스칼 2위 상자,Anguished Ruskal Rank 2 Chest,,,,v4_box
상실의 루스칼 3위 상자,Anguished Ruskal Rank 3 Chest,,,,v4_box
숙련의 망토 상자 (귀속),Artisan Cloak Chest (Bound),,,,v4_box
아르투만 마석 상자,Artuman Demon Stone Chest,,,,v4_box
아르투만 마석 패키지,Artuman Demon Stone Pack,,,,v4_box
아르투만 참여 보상 상자,Artuman Participation Reward Chest,,,,v4_box
아르투만 1위 상자,Artuman Rank 1 Chest,,,,v4_box
